Amount,Broker_Status,Broker_Tier,Client_Risk_Rating,Credit_Score_2,Credit_Score_1,Current_Term_Months,Employment_Status_Borrower_2,Employment_Status,Global_Debt_Ratio,Interest_Rate,Loan_To_Value,Mortgage_Position,Mortgage_Purpose,Occupancy_Type,Property_Type,Self_Employed,Total_Debt_Service_Ratio,Approved
1242800,Deactivated,Key Account,3,842,456,60,Commissions,Commissions,86.1,6.64,78,2,Equity Takeout,Rental,Row,False,90.8,0.0
258070,Approved,Key Account,3,774,516,2,Contract,Hourly,78.0,8.05,60,1,Equity Takeout,Rental,Single,False,97.7,1.0
382542,Approved,Key Account,4,706,761,22,Self-employed,Pension,19.6,5.64,79,3,Refinance for Debt Consolidation,Rental,Single,False,41.2,1.0
624765,Watch List,Key Account,3,685,469,0,Commissions,Salary,47.9,9.72,9,2,Refinance for Debt Consolidation,Rent To Own,Single,False,75.5,1.0
1049856,Approved,Non Key Account,5,847,527,41,Hourly,Commissions,90.8,8.29,57,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,False,96.7,1.0
815661,Watch List,Key Account,3,429,410,22,Pension,Contract,91.3,9.01,25,3,Refinance for Debt Consolidation,Rent To Own,Apartment High Rise,False,92.8,0.0
369371,Deactivated,Non Key Account,5,784,596,59,Self-employed,Pension,83.1,4.26,30,2,Purchase Rent to Own,Owner,Row,False,89.7,0.0
151776,Approved,Key Account,3,876,659,18,Hourly,Salary,99.9,9.45,32,3,Equity Takeout,Rental,Semi-detached,False,99.9,0.0
146496,Approved,Key Account,3,877,674,43,Hourly,Pension,37.1,6.16,68,3,Equity Takeout,Rent To Own,Semi-detached,False,69.1,0.0
810201,Deactivated,Non Key Account,3,578,591,14,Pension,Commissions,30.8,7.95,57,1,Purchase Rent to Own,Rental,Apartment Low Rise,False,92.1,0.0
234252,Approved,Key Account,3,861,741,11,Hourly,Hourly,64.9,7.84,18,1,Refinance,Owner,Semi-detached,False,92.0,1.0
245127,Approved,Non Key Account,3,424,404,56,Pension,Other,97.4,9.43,65,3,Purchase,Rental,Semi-detached,False,99.8,0.0
1142131,Watch List,Key Account,4,524,493,46,Contract,Hourly,63.0,5.88,78,3,Refinance for Debt Consolidation,Owner,Semi-detached,False,65.5,0.0
527466,Approved,Non Key Account,3,548,831,45,Hourly,Contract,95.2,6.83,80,3,Refinance,Rental,Row,False,96.1,1.0
607808,Approved,Key Account,4,411,612,38,Hourly,Salary,49.0,3.99,7,1,Purchase Rent to Own,Owner,Semi-detached,False,71.3,1.0
271039,Approved,Non Key Account,4,520,473,38,Commissions,Salary,47.8,8.38,79,1,Equity Takeout,Rental,Row,False,84.5,0.0
1082651,Deactivated,Key Account,3,606,810,26,Salary,Pension,28.4,6.87,45,1,Purchase,Rental,Semi-detached,False,98.4,0.0
1156609,Approved,Key Account,3,676,774,20,Commissions,Self-employed,96.9,6.89,9,2,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,True,97.3,0.0
382988,Approved,Key Account,4,822,731,23,Pension,Commissions,56.9,7.94,25,1,Refinance for Debt Consolidation,Owner,Single,False,58.1,1.0
1189873,Deactivated,Non Key Account,3,548,522,37,Pension,Pension,23.6,8.32,51,2,Purchase,Rental,Apartment High Rise,False,44.4,0.0
1429915,Watch List,Non Key Account,4,651,622,17,Self-employed,Self-employed,46.7,8.77,28,3,Equity Takeout,Owner,Apartment Low Rise,True,93.1,0.0
1433622,Approved,Key Account,3,599,842,34,Salary,Hourly,4.8,6.25,62,1,Equity Takeout,Rent To Own,Single,False,9.8,0.0
974539,Watch List,Key Account,5,867,444,21,Salary,Contract,23.8,9.92,20,1,Refinance for Debt Consolidation,Rental,Single,False,38.4,0.0
144248,Approved,Key Account,4,479,596,52,Hourly,Commissions,90.1,9.81,30,1,Refinance,Rental,Row,False,98.4,1.0
400708,Approved,Non Key Account,4,700,612,23,Salary,Salary,40.5,8.35,18,1,Purchase Rent to Own,Rental,Apartment High Rise,False,58.5,0.0
1285034,Approved,Non Key Account,3,670,885,29,Pension,Contract,1.2,8.67,48,3,Equity Takeout,Rental,Apartment High Rise,False,26.5,0.0
1365560,Approved,Non Key Account,4,496,440,20,Pension,Self-employed,75.3,8.21,42,2,Refinance,Rent To Own,Apartment High Rise,True,85.9,0.0
1258568,Approved,Key Account,4,803,437,49,Hourly,Contract,92.1,8.07,27,1,Purchase,Rental,Single,False,97.9,0.0
116274,Watch List,Key Account,6,556,575,9,Pension,Other,77.9,4.69,41,3,Purchase Rent to Own,Rental,Semi-detached,False,80.7,0.0
1233406,Watch List,Key Account,3,491,600,46,Other,Other,60.6,7.91,27,2,Refinance for Debt Consolidation,Owner,Row,False,67.1,0.0
580050,Approved,Non Key Account,6,862,708,47,Hourly,Contract,99.4,8.9,26,1,Purchase,Owner,Single,False,99.7,0.0
1079803,Approved,Non Key Account,3,838,419,20,Contract,Other,36.2,9.74,15,2,Purchase,Rent To Own,Semi-detached,False,57.3,0.0
918775,Approved,Key Account,4,721,741,25,Hourly,Other,36.5,7.47,68,2,Purchase,Owner,Single,False,59.0,1.0
879946,Approved,Non Key Account,5,746,842,36,Commissions,Self-employed,10.6,6.64,35,3,Refinance for Debt Consolidation,Owner,Semi-detached,True,41.6,0.0
459970,Watch List,Non Key Account,4,627,751,38,Salary,Commissions,39.3,6.7,19,3,Refinance,Rent To Own,Single,False,60.2,0.0
152492,Approved,Key Account,1,892,549,33,Commissions,Hourly,63.3,6.11,66,2,Purchase,Rental,Single,False,88.4,0.0
335074,Watch List,Non Key Account,3,889,605,6,Commissions,Other,39.7,9.98,46,3,Refinance for Debt Consolidation,Owner,Apartment High Rise,False,52.9,0.0
902000,Approved,Key Account,4,579,585,32,Self-employed,Self-employed,26.5,5.65,76,2,Equity Takeout,Rental,Semi-detached,True,90.7,0.0
1183744,Deactivated,Key Account,2,765,459,41,Salary,Pension,17.3,4.05,31,2,Equity Takeout,Rent To Own,Apartment Low Rise,False,93.8,0.0
352702,Approved,Non Key Account,5,846,616,10,Contract,Contract,47.4,7.44,52,3,Equity Takeout,Rent To Own,Single,False,57.1,0.0
711007,Approved,Key Account,3,488,479,51,Self-employed,Hourly,2.7,8.98,66,3,Refinance,Rent To Own,Semi-detached,False,48.0,0.0
694384,Approved,Key Account,0,445,436,32,Self-employed,Salary,18.7,7.54,80,2,Purchase Rent to Own,Owner,Apartment High Rise,False,35.0,0.0
640297,Approved,Non Key Account,3,637,689,3,Hourly,Contract,36.4,5.88,52,3,Refinance for Debt Consolidation,Owner,Single,False,76.7,0.0
1206334,Approved,Key Account,3,894,686,21,Pension,Self-employed,67.2,4.48,49,3,Refinance,Owner,Apartment Low Rise,True,95.2,1.0
900824,Approved,Key Account,5,404,631,19,Commissions,Commissions,32.0,5.05,20,3,Refinance for Debt Consolidation,Rental,Apartment Low Rise,False,64.3,1.0
1443507,Approved,Key Account,3,438,683,56,Other,Self-employed,22.0,5.55,66,2,Purchase Rent to Own,Owner,Single,True,36.0,0.0
368602,Watch List,Key Account,4,778,698,10,Commissions,Hourly,96.1,4.98,40,2,Refinance,Rent To Own,Apartment High Rise,False,99.5,0.0
286453,Watch List,Key Account,2,752,750,40,Self-employed,Other,95.4,8.54,13,1,Purchase,Rental,Semi-detached,False,98.4,0.0
176760,Approved,Key Account,4,605,477,4,Contract,Pension,21.8,6.06,35,2,Equity Takeout,Owner,Semi-detached,False,41.8,1.0
651914,Approved,Non Key Account,4,757,539,47,Salary,Pension,59.6,8.79,54,2,Refinance for Debt Consolidation,Owner,Single,False,70.5,0.0
687357,Approved,Key Account,4,463,754,41,Other,Salary,1.6,8.28,8,3,Refinance,Owner,Apartment High Rise,False,77.2,0.0
122446,Deactivated,Non Key Account,3,823,493,54,Pension,Pension,19.7,6.47,8,1,Equity Takeout,Rent To Own,Apartment High Rise,False,51.2,0.0
322727,Approved,Key Account,4,555,454,3,Other,Commissions,0.7,9.29,16,2,Refinance,Rent To Own,Semi-detached,False,5.9,0.0
1128370,Approved,Non Key Account,4,585,827,18,Other,Contract,56.7,5.06,27,2,Refinance,Owner,Apartment High Rise,False,58.2,0.0
272825,Deactivated,Non Key Account,5,724,812,20,Pension,Hourly,42.8,8.49,6,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,False,75.2,0.0
260594,Approved,Key Account,4,892,745,33,Hourly,Hourly,61.9,8.1,72,1,Purchase,Rent To Own,Row,False,62.9,0.0
293868,Approved,Key Account,3,410,767,6,Salary,Pension,90.6,7.3,8,2,Refinance for Debt Consolidation,Rental,Row,False,97.1,0.0
1224789,Approved,Non Key Account,3,781,490,31,Other,Other,5.1,7.36,56,3,Purchase,Owner,Apartment High Rise,False,88.7,0.0
1395017,Approved,Non Key Account,5,617,812,53,Hourly,Pension,67.6,7.94,26,3,Purchase Rent to Own,Rental,Single,False,72.3,1.0
591291,Approved,Key Account,4,564,808,1,Self-employed,Self-employed,86.8,8.63,8,3,Refinance,Rent To Own,Apartment High Rise,True,86.9,0.0
460271,Deactivated,Key Account,4,605,891,27,Hourly,Hourly,53.5,8.76,23,3,Purchase Rent to Own,Rent To Own,Single,False,82.6,0.0
636300,Watch List,Key Account,4,900,449,37,Other,Self-employed,33.2,7.75,51,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,True,79.3,1.0
493274,Approved,Key Account,4,694,754,53,Hourly,Commissions,77.8,6.45,39,3,Refinance,Rental,Apartment High Rise,False,78.5,1.0
1202435,Approved,Non Key Account,4,794,489,22,Self-employed,Contract,2.5,7.35,14,3,Equity Takeout,Owner,Semi-detached,False,93.7,0.0
308380,Deactivated,Non Key Account,4,585,803,36,Hourly,Contract,20.0,7.22,77,3,Refinance,Owner,Apartment Low Rise,False,31.5,0.0
984420,Approved,Key Account,4,714,420,28,Hourly,Commissions,21.2,5.07,44,3,Purchase,Rental,Apartment High Rise,False,54.7,0.0
161992,Approved,Non Key Account,5,713,852,54,Self-employed,Contract,29.8,6.27,70,1,Refinance,Owner,Row,False,65.6,1.0
431623,Approved,Key Account,5,451,788,13,Hourly,Commissions,34.5,9.27,80,3,Equity Takeout,Owner,Single,False,60.0,1.0
747697,Approved,Non Key Account,6,548,535,22,Pension,Salary,10.0,4.47,11,1,Refinance,Rental,Single,False,90.5,0.0
1475807,Approved,Key Account,2,487,484,9,Commissions,Contract,9.5,6.51,22,2,Refinance for Debt Consolidation,Rental,Semi-detached,False,97.1,1.0
125585,Watch List,Key Account,5,785,671,48,Commissions,Contract,32.1,5.09,28,3,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,41.8,1.0
671607,Deactivated,Non Key Account,4,535,795,60,Commissions,Other,21.9,4.57,68,3,Refinance for Debt Consolidation,Owner,Semi-detached,False,85.4,0.0
663105,Approved,Non Key Account,4,687,786,53,Commissions,Commissions,81.0,9.71,65,2,Purchase Rent to Own,Rent To Own,Semi-detached,False,93.5,0.0
370232,Approved,Non Key Account,5,413,753,51,Pension,Hourly,90.4,7.47,28,1,Refinance,Rental,Apartment Low Rise,False,95.3,1.0
1208978,Watch List,Key Account,2,744,807,8,Contract,Commissions,94.8,4.11,36,2,Purchase,Rental,Apartment Low Rise,False,98.1,0.0
1434057,Approved,Key Account,5,725,524,45,Hourly,Commissions,22.5,8.05,77,3,Refinance,Rental,Apartment High Rise,False,66.8,0.0
864704,Deactivated,Key Account,3,562,443,44,Other,Hourly,65.0,5.61,19,1,Equity Takeout,Owner,Semi-detached,False,67.1,0.0
201414,Watch List,Non Key Account,6,747,681,60,Other,Hourly,37.6,8.01,42,2,Equity Takeout,Rental,Semi-detached,False,74.1,0.0
655773,Watch List,Non Key Account,5,702,746,10,Commissions,Contract,96.2,5.16,70,3,Purchase,Owner,Single,False,97.8,0.0
396022,Approved,Non Key Account,4,619,480,40,Commissions,Commissions,32.6,4.93,11,1,Purchase,Rent To Own,Row,False,33.3,0.0
517300,Watch List,Non Key Account,4,839,498,15,Hourly,Other,83.4,4.81,78,3,Refinance,Rental,Apartment Low Rise,False,92.0,0.0
1073023,Approved,Key Account,4,772,633,29,Contract,Commissions,26.3,8.14,76,2,Equity Takeout,Rent To Own,Semi-detached,False,47.7,0.0
410938,Approved,Key Account,3,817,729,23,Other,Salary,7.3,7.4,53,2,Purchase,Rent To Own,Single,False,53.8,0.0
1241560,Watch List,Non Key Account,2,629,410,6,Pension,Salary,26.9,8.78,74,2,Purchase,Rental,Apartment High Rise,False,86.7,0.0
680716,Approved,Non Key Account,2,758,449,3,Pension,Self-employed,61.7,4.33,61,3,Refinance,Rental,Apartment High Rise,True,90.7,0.0
899672,Approved,Key Account,4,881,471,40,Self-employed,Pension,17.8,9.94,66,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,86.6,1.0
368185,Approved,Non Key Account,4,463,507,38,Contract,Contract,28.7,8.4,31,3,Purchase,Rent To Own,Single,False,94.3,0.0
867821,Approved,Non Key Account,4,600,829,33,Self-employed,Hourly,94.0,4.72,12,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,False,97.4,0.0
559866,Approved,Non Key Account,4,846,427,42,Self-employed,Salary,1.1,4.95,34,2,Purchase,Rental,Single,False,89.8,0.0
578890,Approved,Key Account,5,675,552,50,Salary,Hourly,35.1,6.47,24,2,Purchase Rent to Own,Rental,Single,False,59.9,0.0
684439,Approved,Non Key Account,3,630,547,33,Pension,Contract,73.8,7.53,31,2,Equity Takeout,Owner,Apartment Low Rise,False,98.4,0.0
150507,Approved,Non Key Account,5,891,491,48,Salary,Self-employed,1.9,9.11,5,2,Refinance for Debt Consolidation,Rental,Apartment Low Rise,True,28.6,0.0
650076,Approved,Key Account,2,463,897,57,Other,Pension,3.0,5.78,8,2,Purchase Rent to Own,Rental,Semi-detached,False,9.0,0.0
165037,Approved,Key Account,3,602,645,26,Pension,Salary,36.7,7.03,16,2,Refinance,Owner,Apartment Low Rise,False,52.6,0.0
684644,Approved,Key Account,5,447,850,57,Self-employed,Salary,57.0,8.86,58,3,Equity Takeout,Rental,Apartment High Rise,False,59.5,0.0
1357916,Approved,Non Key Account,3,729,656,25,Contract,Pension,54.8,9.68,64,1,Refinance for Debt Consolidation,Owner,Apartment High Rise,False,89.7,0.0
1168367,Watch List,Key Account,4,464,407,21,Salary,Contract,81.9,8.03,5,2,Equity Takeout,Rental,Single,False,87.2,0.0
1369851,Deactivated,Key Account,3,779,890,20,Contract,Contract,1.6,6.03,30,3,Purchase,Owner,Apartment Low Rise,False,24.2,0.0
819811,Approved,Non Key Account,6,423,661,41,Other,Self-employed,27.8,6.72,28,1,Purchase Rent to Own,Rental,Semi-detached,True,34.6,0.0
1465872,Approved,Non Key Account,2,832,569,4,Self-employed,Salary,14.6,4.12,43,1,Purchase Rent to Own,Rental,Apartment High Rise,False,60.4,0.0
585490,Watch List,Non Key Account,2,802,506,31,Pension,Other,50.3,8.64,59,2,Equity Takeout,Owner,Apartment High Rise,False,80.8,0.0
1336743,Approved,Non Key Account,3,792,582,20,Self-employed,Salary,77.6,6.45,58,1,Purchase,Owner,Apartment High Rise,False,79.5,0.0
399623,Watch List,Non Key Account,4,558,514,56,Contract,Self-employed,23.9,7.29,39,2,Refinance for Debt Consolidation,Rental,Semi-detached,True,46.6,0.0
257725,Approved,Key Account,2,849,753,56,Hourly,Commissions,46.2,4.05,72,3,Purchase,Owner,Row,False,93.0,0.0
316234,Approved,Non Key Account,5,603,535,43,Other,Pension,3.3,8.66,35,3,Equity Takeout,Owner,Single,False,83.6,0.0
1427221,Approved,Key Account,4,853,640,35,Self-employed,Self-employed,4.3,8.2,52,1,Purchase,Rental,Semi-detached,True,76.6,0.0
398045,Approved,Non Key Account,3,654,621,32,Pension,Hourly,4.9,4.31,62,1,Equity Takeout,Owner,Single,False,39.0,0.0
1194132,Approved,Key Account,4,870,793,36,Contract,Self-employed,13.8,8.53,56,2,Refinance,Owner,Single,True,78.1,0.0
687077,Approved,Key Account,2,815,660,31,Self-employed,Pension,84.3,7.09,25,2,Purchase,Rent To Own,Apartment High Rise,False,99.2,1.0
317717,Approved,Non Key Account,4,853,790,51,Hourly,Commissions,21.7,5.33,80,2,Equity Takeout,Rental,Apartment High Rise,False,76.4,0.0
326301,Approved,Key Account,4,737,789,37,Commissions,Hourly,65.4,4.22,7,3,Refinance,Rental,Semi-detached,False,65.5,0.0
806677,Approved,Key Account,3,809,443,50,Pension,Pension,96.6,4.94,6,3,Equity Takeout,Rental,Apartment Low Rise,False,99.1,0.0
180502,Watch List,Key Account,3,675,623,21,Other,Salary,64.6,5.91,13,1,Equity Takeout,Rent To Own,Apartment Low Rise,False,91.2,0.0
233864,Watch List,Non Key Account,4,453,579,0,Commissions,Pension,87.1,5.49,48,3,Refinance for Debt Consolidation,Owner,Apartment High Rise,False,94.6,0.0
782216,Approved,Key Account,5,661,656,32,Hourly,Pension,23.4,5.49,79,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,False,87.2,1.0
1007529,Watch List,Non Key Account,4,652,502,51,Salary,Pension,16.1,7.54,76,3,Purchase,Owner,Row,False,94.1,0.0
654366,Approved,Non Key Account,4,869,818,20,Hourly,Self-employed,30.2,8.47,7,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,True,67.8,0.0
446685,Approved,Non Key Account,4,504,500,0,Hourly,Hourly,79.3,4.2,66,1,Purchase,Owner,Semi-detached,False,84.7,0.0
618327,Approved,Key Account,3,574,660,18,Pension,Other,22.7,7.05,50,2,Purchase Rent to Own,Rent To Own,Row,False,96.8,1.0
1014088,Approved,Non Key Account,4,633,521,51,Other,Self-employed,66.9,7.64,66,2,Purchase Rent to Own,Rental,Single,True,71.0,0.0
952405,Watch List,Key Account,3,875,408,31,Salary,Self-employed,25.4,5.76,62,1,Refinance for Debt Consolidation,Rent To Own,Row,True,76.7,0.0
221401,Watch List,Non Key Account,3,666,599,19,Hourly,Self-employed,41.4,4.08,12,1,Purchase,Rent To Own,Single,True,58.0,0.0
723308,Approved,Non Key Account,3,545,776,9,Other,Other,87.6,7.29,18,3,Purchase,Rental,Row,False,88.2,0.0
363223,Approved,Non Key Account,5,572,558,56,Pension,Hourly,20.3,6.03,76,1,Purchase,Rent To Own,Semi-detached,False,75.3,0.0
1458587,Approved,Non Key Account,3,608,853,1,Other,Commissions,70.3,8.24,14,2,Purchase,Rental,Apartment High Rise,False,77.4,0.0
844506,Watch List,Key Account,4,789,569,2,Commissions,Salary,17.9,6.04,59,1,Purchase Rent to Own,Owner,Semi-detached,False,38.1,0.0
1382162,Approved,Non Key Account,3,786,693,1,Contract,Hourly,23.7,9.61,27,3,Refinance for Debt Consolidation,Rental,Row,False,44.4,1.0
134012,Approved,Key Account,1,698,789,8,Contract,Commissions,27.8,7.41,28,3,Purchase Rent to Own,Rental,Apartment High Rise,False,40.1,0.0
1303187,Approved,Non Key Account,3,617,808,5,Hourly,Hourly,30.9,5.63,67,3,Purchase,Owner,Apartment Low Rise,False,64.3,1.0
758464,Watch List,Non Key Account,3,672,489,37,Self-employed,Contract,78.4,5.04,67,1,Purchase,Rent To Own,Apartment Low Rise,False,87.6,0.0
870274,Watch List,Non Key Account,4,536,724,17,Commissions,Hourly,59.5,8.4,60,2,Purchase Rent to Own,Rent To Own,Semi-detached,False,93.3,0.0
1010975,Approved,Non Key Account,5,425,418,9,Other,Pension,84.4,5.2,35,2,Refinance,Rental,Row,False,91.8,0.0
702585,Approved,Non Key Account,4,696,520,19,Commissions,Salary,96.6,9.97,7,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,False,96.7,0.0
1005872,Approved,Key Account,3,508,437,59,Pension,Other,77.7,5.75,80,2,Purchase,Rent To Own,Apartment High Rise,False,93.4,0.0
744819,Approved,Key Account,4,778,859,20,Commissions,Salary,87.1,6.61,46,1,Equity Takeout,Owner,Single,False,96.4,0.0
1201650,Approved,Key Account,5,675,482,43,Hourly,Contract,26.1,8.56,34,1,Refinance,Rental,Apartment Low Rise,False,87.3,0.0
107471,Approved,Key Account,4,900,430,33,Pension,Self-employed,85.2,4.24,67,3,Equity Takeout,Rental,Apartment High Rise,True,95.1,0.0
326103,Approved,Non Key Account,3,881,888,0,Salary,Salary,92.3,6.73,10,3,Purchase Rent to Own,Rental,Semi-detached,False,94.7,0.0
1024174,Watch List,Key Account,6,589,506,40,Pension,Salary,67.3,6.61,30,2,Refinance for Debt Consolidation,Rent To Own,Row,False,81.5,1.0
1472927,Approved,Non Key Account,1,445,712,11,Self-employed,Salary,24.7,7.17,70,2,Refinance,Owner,Row,False,99.3,1.0
845732,Deactivated,Key Account,5,601,840,5,Pension,Other,77.7,4.71,19,2,Refinance,Owner,Semi-detached,False,82.9,1.0
357447,Approved,Key Account,3,871,891,59,Salary,Other,91.5,6.65,28,2,Purchase Rent to Own,Owner,Semi-detached,False,94.0,0.0
291861,Approved,Key Account,3,580,586,52,Commissions,Commissions,33.7,4.51,49,3,Purchase,Rental,Apartment Low Rise,False,82.3,0.0
689900,Approved,Key Account,2,478,807,57,Salary,Salary,13.3,5.24,37,2,Refinance for Debt Consolidation,Rental,Apartment Low Rise,False,66.1,0.0
1376532,Approved,Key Account,4,816,629,60,Salary,Salary,61.1,9.27,29,2,Equity Takeout,Rent To Own,Semi-detached,False,96.1,0.0
476435,Approved,Key Account,5,895,668,25,Contract,Other,45.8,8.89,7,3,Equity Takeout,Rent To Own,Semi-detached,False,79.3,0.0
926238,Approved,Key Account,5,452,769,34,Commissions,Other,45.1,9.39,60,1,Purchase,Rental,Apartment High Rise,False,59.7,0.0
1429087,Approved,Key Account,4,478,549,58,Other,Hourly,22.5,5.8,64,1,Purchase,Owner,Apartment Low Rise,False,65.2,0.0
921136,Watch List,Non Key Account,3,668,620,48,Pension,Self-employed,39.4,6.38,39,2,Purchase,Rental,Apartment High Rise,True,93.4,0.0
1253542,Approved,Key Account,3,578,889,59,Other,Contract,48.6,5.99,40,1,Refinance,Rent To Own,Single,False,74.8,0.0
140489,Approved,Non Key Account,5,873,772,38,Hourly,Commissions,9.1,4.02,45,3,Purchase,Owner,Row,False,63.1,0.0
1494679,Approved,Key Account,3,474,840,12,Commissions,Contract,32.2,9.67,73,2,Equity Takeout,Owner,Apartment High Rise,False,39.6,0.0
903797,Approved,Key Account,4,501,820,33,Hourly,Other,59.7,4.81,63,1,Purchase,Owner,Row,False,96.0,1.0
1320617,Watch List,Non Key Account,4,537,509,27,Other,Pension,30.0,5.89,46,3,Refinance,Owner,Row,False,73.5,0.0
319694,Approved,Non Key Account,5,468,757,41,Hourly,Commissions,22.5,6.44,8,1,Purchase,Owner,Apartment Low Rise,False,95.1,0.0
1292114,Approved,Key Account,4,539,839,49,Salary,Salary,47.1,7.33,41,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,65.9,0.0
122536,Approved,Key Account,3,737,889,53,Other,Salary,87.4,6.77,29,1,Purchase,Owner,Single,False,93.5,1.0
430414,Approved,Non Key Account,4,615,686,13,Hourly,Commissions,70.0,6.87,80,3,Purchase Rent to Own,Rent To Own,Semi-detached,False,89.2,1.0
